@lat,@lon,addr:housenumber,addr:street,addr:postcode
51.1161458,-114.0628423,311,Huntbourne Hill NE,T2K 3Y5
51.1162968,-114.0629589,315,Huntbourne Hill NE,T2K 3Y5
51.1164488,-114.0629717,319,Huntbourne Hill NE,T2K 3Y5
51.1166125,-114.0630213,323,Huntbourne Hill NE,T2K 3Y5
51.1167599,-114.0629723,327,Huntbourne Hill NE,T2K 3Y5
51.1169260,-114.0629239,331,Huntbourne Hill NE,T2K 3Y5
51.1170783,-114.0628446,335,Huntbourne Hill NE,T2K 3Y5
51.1172370,-114.0626261,339,Huntbourne Hill NE,T2K 3Y5
51.1171936,-114.0623552,343,Huntbourne Hill NE,T2K 3Y5
51.1171734,-114.0621025,347,Huntbourne Hill NE,T2K 3Y5
51.1171689,-114.0618127,351,Huntbourne Hill NE,T2K 3Y5
51.1171789,-114.0615759,355,Huntbourne Hill NE,T2K 3Y5
51.1171741,-114.0613269,359,Huntbourne Hill NE,T2K 3Y5
51.1171692,-114.0611028,363,Huntbourne Hill NE,T2K 3Y5
51.1171500,-114.0608772,367,Huntbourne Hill NE,T2K 3Y5
51.1171495,-114.0606457,371,Huntbourne Hill NE,T2K 3Y5
51.1171713,-114.0604114,375,Huntbourne Hill NE,T2K 3Y5
51.1115107,-114.0603074,6601,Huntridge Hill NE,T2K 4A1
51.1117603,-114.0602909,6607,Huntridge Hill NE,T2K 4A1
51.1119422,-114.0602943,6611,Huntridge Hill NE,T2K 4A1
51.1121278,-114.0603341,6615,Huntridge Hill NE,T2K 4A1
51.1123107,-114.0603343,6619,Huntridge Hill NE,T2K 4A1
51.1124923,-114.0603211,6623,Huntridge Hill NE,T2K 4A1
51.1126203,-114.0603349,6625,Huntridge Hill NE,T2K 4A1
51.1128564,-114.0605071,6631,Huntridge Hill NE,T2K 4A1
51.1130037,-114.0606964,6635,Huntridge Hill NE,T2K 4A1
51.1115183,-114.0610210,135,Huntford Close NE,T2K 3Y7
51.1116878,-114.0610186,131,Huntford Close NE,T2K 3Y7
51.1119365,-114.0609883,125,Huntford Close NE,T2K 3Y7
51.1121164,-114.0609826,121,Huntford Close NE,T2K 3Y7
51.1122943,-114.0609949,117,Huntford Close NE,T2K 3Y7
51.1124134,-114.0609923,115,Huntford Close NE,T2K 3Y7
51.1126525,-114.0611387,109,Huntford Close NE,T2K 3Y7
51.1128237,-114.0612983,105,Huntford Close NE,T2K 3Y7
51.1129040,-114.0613964,103,Huntford Close NE,T2K 3Y7
51.1130987,-114.0616379,97,Huntford Close NE,T2K 3Y7
51.1132379,-114.0618046,93,Huntford Close NE,T2K 3Y7
51.1133720,-114.0620013,89,Huntford Close NE,T2K 3Y7
51.1134836,-114.0620677,87,Huntford Close NE,T2K 3Y7
51.1136371,-114.0622517,83,Huntford Close NE,T2K 3Y7
51.1136765,-114.0626407,77,Huntford Close NE,T2K 3Y7
51.1135303,-114.0628670,73,Huntford Close NE,T2K 3Y7
51.1134132,-114.0630860,69,Huntford Close NE,T2K 3Y7
51.1132692,-114.0633270,65,Huntford Close NE,T2K 3Y7
51.1131608,-114.0635590,61,Huntford Close NE,T2K 3Y7
51.1129374,-114.0631581,60,Huntford Close NE,T2K 3Y6
51.1127902,-114.0629830,56,Huntford Close NE,T2K 3Y6
51.1125903,-114.0627085,50,Huntford Close NE,T2K 3Y6
51.1124983,-114.0626219,48,Huntford Close NE,T2K 3Y6
51.1123526,-114.0624224,44,Huntford Close NE,T2K 3Y6
51.1121980,-114.0622728,40,Huntford Close NE,T2K 3Y6
51.1120495,-114.0621199,36,Huntford Close NE,T2K 3Y6
51.1118745,-114.0620347,32,Huntford Close NE,T2K 3Y6
51.1116331,-114.0618175,26,Huntford Close NE,T2K 3Y6
51.1115578,-114.0616515,24,Huntford Close NE,T2K 3Y6
51.1124226,-114.0616885,108,Huntford Close NE,T2K 3Y6
51.1125842,-114.0618453,104,Huntford Close NE,T2K 3Y6
51.1127367,-114.0619985,100,Huntford Close NE,T2K 3Y6
51.1128653,-114.0621943,96,Huntford Close NE,T2K 3Y6
51.1130163,-114.0623730,92,Huntford Close NE,T2K 3Y6
51.1131596,-114.0625576,88,Huntford Close NE,T2K 3Y6
51.1126581,-114.0596762,6620,Huntridge Hill NE,T2K 4X4
51.1128179,-114.0597774,6624,Huntridge Hill NE,T2K 4X4
51.1129246,-114.0598298,6626,Huntridge Hill NE,T2K 4X4
51.1130696,-114.0599732,6630,Huntridge Hill NE,T2K 4X4
51.1132601,-114.0601997,6636,Huntridge Hill NE,T2K 4X4
51.0260500,-114.1097620,2104,31 Avenue SW,T2T 1T4
51.1286057,-114.2030254,112,Crowfoot Terrace NW,T3G 4J8
51.0368376,-114.0952558,1430,19 Avenue SW,T2T 0H9
51.0449508,-114.1114623,2206,10 Avenue SW,T3C 0K6
51.0413364,-114.1015546,1737,13 Avenue SW,T3C 0V1
51.0471542,-114.0696120,350,7 Avenue SW,T2P 3N9
51.0423471,-114.1047534,1901,12 Avenue SW,T3C 0R9
51.0424163,-114.1051438,1905,12 Avenue SW,T3C 0R9
51.0424227,-114.1054087,1919,12 Avenue SW,T3C 0R9
51.0424464,-114.1057277,1925,12 Avenue SW,T3C 0R9
51.0423842,-114.1061296,1931,12 Avenue SW,T3C 0R9
51.0872464,-114.2410321,10623,West Valley Road SW,T2N 4T6
51.0421781,-114.1049033,1315,18 Street SW,T3C 1H1
51.0419724,-114.1052080,402,Scarboro Avenue SW,T3C 2H6
51.0418940,-114.1055758,406,Scarboro Avenue SW,T3C 2H6
51.0419318,-114.1058593,410,Scarboro Avenue SW,T3C 2H6
51.0420027,-114.1061180,416,Scarboro Avenue SW,T3C 2H6
51.0421024,-114.1063296,418,Scarboro Avenue SW,T3C 2H6
51.0421511,-114.1065679,420,Scarboro Avenue SW,T3C 2H6
51.0422762,-114.1068316,424,Scarboro Avenue SW,T3C 2H6
51.0423652,-114.1070828,432,Scarboro Avenue SW,T3C 2H6
51.0424208,-114.1073522,434,Scarboro Avenue SW,T3C 2H6
51.0424815,-114.1075487,440,Scarboro Avenue SW,T3C 2H6
51.0426810,-114.1082939,448,Scarboro Avenue SW,T3C 2H6
51.0426969,-114.1084818,450,Scarboro Avenue SW,T3C 2H6
51.0427491,-114.1086931,452,Scarboro Avenue SW,T3C 2H6
51.0429027,-114.1088570,460,Scarboro Avenue SW,T3C 2H6
51.0428377,-114.1091104,502,Scarboro Avenue SW,T3C 2H6
51.0428828,-114.1092697,506,Scarboro Avenue SW,T3C 2H6
51.0429566,-114.1094423,512,Scarboro Avenue SW,T3C 2H6
51.0430264,-114.1095950,514,Scarboro Avenue SW,T3C 2H6
51.0431038,-114.1097298,520,Scarboro Avenue SW,T3C 2H6
51.0431780,-114.1098920,524,Scarboro Avenue SW,T3C 2H6
51.0432374,-114.1101440,528,Scarboro Avenue SW,T3C 2H6
51.0422446,-114.1090185,447,Scarboro Avenue SW,T3C 2H7
51.0422664,-114.1087969,445,Scarboro Avenue SW,T3C 2H7
51.0422082,-114.1085957,443,Scarboro Avenue SW,T3C 2H7
51.0421786,-114.1084024,433,Scarboro Avenue SW,T3C 2H7
51.0420982,-114.1082392,431,Scarboro Avenue SW,T3C 2H7
51.0420689,-114.1080161,425,Scarboro Avenue SW,T3C 2H7
51.0420249,-114.1078138,421,Scarboro Avenue SW,T3C 2H7
51.0419345,-114.1076241,417,Scarboro Avenue SW,T3C 2H7
51.0418873,-114.1074592,415,Scarboro Avenue SW,T3C 2H7
51.0417837,-114.1070634,409,Scarboro Avenue SW,T3C 2H7
51.0417057,-114.1068770,401,Scarboro Avenue SW,T3C 2H7
51.0414459,-114.1056602,348,Scarboro Avenue SW,T3C 2H3
51.0413233,-114.1053576,340,Scarboro Avenue SW,T3C 2H3
51.0411174,-114.1051834,336,Scarboro Avenue SW,T3C 2H3
51.0410111,-114.1050027,330,Scarboro Avenue SW,T3C 2H3
51.0409618,-114.1048713,326,Scarboro Avenue SW,T3C 2H3
51.0408215,-114.1046914,320,Scarboro Avenue SW,T3C 2H3
51.0406360,-114.1044249,314,Scarboro Avenue SW,T3C 2H3
51.0405226,-114.1042545,310,Scarboro Avenue SW,T3C 2H3
51.0404530,-114.1040394,306,Scarboro Avenue SW,T3C 2H3
51.0404039,-114.1038758,304,Scarboro Avenue SW,T3C 2H3
51.0858810,-114.1606700,5103,Varscliff Road NW,T3A0G2
51.0048038,-114.1174308,2439,54 Avenue SW,T3E 1M4
51.1226507,-114.0642003,7944,Huntwick Hill NE,T2K 4H1
51.1228052,-114.0642059,7946,Huntwick Hill NE,T2K 4H1
51.1229572,-114.0642021,7952,Huntwick Hill NE,T2K 4H1
51.1231068,-114.0641945,7956,Huntwick Hill NE,T2K 4H1
51.1232541,-114.0641983,8004,Huntwick Hill NE,T2K 4H1
51.1234062,-114.0641945,8008,Huntwick Hill NE,T2K 4H1
51.1235487,-114.0642021,8012,Huntwick Hill NE,T2K 4H1
51.1237007,-114.0641945,8016,Huntwick Hill NE,T2K 4H1
51.1238433,-114.0641757,8020,Huntwick Hill NE,T2K 4H1
51.1239763,-114.0641945,8024,Huntwick Hill NE,T2K 4H1
51.1241165,-114.0642021,8028,Huntwick Hill NE,T2K 4H1
51.1242733,-114.0642059,8032,Huntwick Hill NE,T2K 4H1
51.1244158,-114.0642097,8036,Huntwick Hill NE,T2K 4H1
51.1225036,-114.0647490,7939,Huntwick Hill NE,T2K 4G9
51.1226037,-114.0648173,7943,Huntwick Hill NE,T2K 4G9
51.1223609,-114.0647604,7935,Huntwick Hill NE,T2K 4G9
51.1222216,-114.0647905,7931,Huntwick Hill NE,T2K 4G9
51.1227971,-114.0647604,7947,Huntwick Hill NE,T2K 4G9
51.1229524,-114.0647505,7951,Huntwick Hill NE,T2K 4G9
51.1230931,-114.0647637,7955,Huntwick Hill NE,T2K 4G9
51.1232608,-114.0647704,8003,Huntwick Hill NE,T2K 4G9
51.1233994,-114.0647473,8007,Huntwick Hill NE,T2K 4G9
51.1235298,-114.0647539,8011,Huntwick Hill NE,T2K 4G9
51.1236810,-114.0647505,8015,Huntwick Hill NE,T2K 4G9
51.1238362,-114.0647505,8019,Huntwick Hill NE,T2K 4G9
51.1239728,-114.0647505,8023,Huntwick Hill NE,T2K 4G9
51.1241156,-114.0647505,8027,Huntwick Hill NE,T2K 4G9
51.1242647,-114.0647604,8031,Huntwick Hill NE,T2K 4G9
51.1244199,-114.0647737,8035,Huntwick Hill NE,T2K 4G9
51.0094407,-114.0809166,5004,Elbow Drive SW,T2S 2L5
51.0412355,-114.1065164,359,Scarboro Avenue SW,T3C 2H5
51.0411156,-114.1063547,349,Scarboro Avenue SW,T3C 2H5
51.0410461,-114.1061740,345,Scarboro Avenue SW,T3C 2H5
51.0409228,-114.1060119,341,Scarboro Avenue SW,T3C 2H5
51.0408295,-114.1058640,339,Scarboro Avenue SW,T3C 2H5
51.0407180,-114.1057379,335,Scarboro Avenue SW,T3C 2H5
51.0406092,-114.1055616,331,Scarboro Avenue SW,T3C 2H5
51.0405030,-114.1054194,327,Scarboro Avenue SW,T3C 2H5
51.0404044,-114.1052732,323,Scarboro Avenue SW,T3C 2H5
51.0402951,-114.1051322,319,Scarboro Avenue SW,T3C 2H5
51.0402128,-114.1049498,315,Scarboro Avenue SW,T3C 2H5
51.0401282,-114.1047558,311,Scarboro Avenue SW,T3C 2H5
51.0400385,-114.1045626,307,Scarboro Avenue SW,T3C 2H5
51.0399356,-114.1043973,303,Scarboro Avenue SW,T3C 2H5
51.0398291,-114.1039248,243,Scarboro Avenue SW,T3C 2H4
51.0397686,-114.1037233,237,Scarboro Avenue SW,T3C 2H4
51.0397066,-114.1035326,235,Scarboro Avenue SW,T3C 2H4
51.0396163,-114.1033204,231,Scarboro Avenue SW,T3C 2H4
51.0395816,-114.1031391,227,Scarboro Avenue SW,T3C 2H4
51.0394855,-114.1029673,225,Scarboro Avenue SW,T3C 2H4
51.0393964,-114.1028326,219,Scarboro Avenue SW,T3C 2H4
51.0393157,-114.1026520,215,Scarboro Avenue SW,T3C 2H4
51.0391820,-114.1025492,211,Scarboro Avenue SW,T3C 2H4
51.0390792,-114.1023540,209,Scarboro Avenue SW,T3C 2H4
51.0389416,-114.1021889,201,Scarboro Avenue SW,T3C 2H4
51.1531257,-114.0431505,89,Harvest Hills Manor NE,T3K2L7
51.1529154,-114.0427181,333,Harvest Hills Way NE,T3K 2L8
51.1527972,-114.0428184,329,Harvest Hills Way NE,T3K 2L8
51.1527124,-114.0428276,325,Harvest Hills Way NE,T3K 2L8
51.1531392,-114.0433855,85,Harvest Hills Manor NE,T3K 2L7
51.1528067,-114.0438020,102,Harvest Grove Close NE,T3K 4T7
51.0413422,-114.1072786,1307,Shelbourne Street SW,T3C 3X1
51.0414071,-114.1074727,408,Superior Avenue SW,T3C 2J4
51.0414806,-114.1076423,410,Superior Avenue SW,T3C 2J4
51.0415412,-114.1078663,414,Superior Avenue SW,T3C 2J4
51.0416029,-114.1080589,420,Superior Avenue SW,T3C 2J4
51.0416843,-114.1082409,424,Superior Avenue SW,T3C 2J4
51.0417587,-114.1086753,430,Superior Avenue SW,T3C 2J4
51.0418255,-114.1089083,434,Superior Avenue SW,T3C 2J4
51.0410045,-114.1069036,1314,Shelbourne Street SW,T3C 2K8
51.0408511,-114.1068468,348,Superior Avenue SW,T3C 2J2
51.0407752,-114.1066674,344,Superior Avenue SW,T3C 2J2
51.0406801,-114.1065413,342,Superior Avenue SW,T3C 2J2
51.0405426,-114.1064496,340,Superior Avenue SW,T3C 2J2
51.0404317,-114.1063358,338,Superior Avenue SW,T3C 2J2
51.0403413,-114.1061557,334,Superior Avenue SW,T3C 2J2
51.0402426,-114.1060250,328,Superior Avenue SW,T3C 2J2
51.0401483,-114.1058457,326,Superior Avenue SW,T3C 2J2
51.0400623,-114.1057278,324,Superior Avenue SW,T3C 2J2
51.0399616,-114.1055528,320,Superior Avenue SW,T3C 2J2
51.0399125,-114.1053928,316,Superior Avenue SW,T3C 2J2
51.0398059,-114.1052035,312,Superior Avenue SW,T3C 2J2
51.0397167,-114.1050831,308,Superior Avenue SW,T3C 2J2
51.0396634,-114.1048878,304,Superior Avenue SW,T3C 2J2
51.0400258,-114.1065217,329,Superior Avenue SW,T3C 2J3
51.0398553,-114.1063097,325,Superior Avenue SW,T3C 2J3
51.0395320,-114.0605618,212,14 Avenue SE,T2G 1C7
51.0395276,-114.0603711,220,14 Avenue SE,T2G 1Z9
51.0395242,-114.0601745,224,14 Avenue SE,T2G 1z9
51.0387441,-114.1038136,201,Superior Avenue SW,T3C 2J1
51.0386013,-114.1039109,1603,Summer Street SW,T3C 2J7
51.0384677,-114.1039795,1607,Summer Street SW,T3C 2J7
51.0383428,-114.1040783,1615,Summer Street SW,T3C 2J7
51.0381829,-114.1041235,1617,Summer Street SW,T3C 2J7
51.0380243,-114.1041256,1619,Summer Street SW,T3C 2J7
51.0380263,-114.1046563,1914,17 Avenue SW,T2T 0E8
51.0380355,-114.1049216,1918,17 Avenue SW,T2T 0E8
51.0380390,-114.1051285,1922,17 Avenue SW,T2T 0E8
51.0380468,-114.1053786,1924,17 Avenue SW,T2T 0E8
51.0380254,-114.1056634,1928,17 Avenue SW,T2T 0E8
51.0477620,-114.0491709,632,Confluence Way SE,T2G 0G1
51.0724740,-114.1277178,2215,Usher Road NW,T2N 4E1
51.0712617,-114.1302488,2108,Uxbridge Drive NW,T2N 3Z4
51.0711046,-114.1301322,2104,Uxbridge Drive NW,T2N 3Z4
51.0707820,-114.1297043,1948,Uxbridge Drive NW,T2N 3Z2
51.0706201,-114.1295388,1944,Uxbridge Drive NW,T2N 3Z2
51.0704608,-114.1293778,1940,Uxbridge Drive NW,T2N 3Z2
51.0702807,-114.1292414,1936,Uxbridge Drive NW,T2N 3Z2
51.0701160,-114.1291646,1932,Uxbridge Drive NW,T2N 3Z2
51.0712926,-114.1296902,2940,Unwin Road NW,T2N 4C9
51.0713781,-114.1294380,2936,Unwin Road NW,T2N 4C9
51.0714886,-114.1290727,2930,Unwin Road NW,T2N 4C9
51.0715551,-114.1289326,2928,Unwin Road NW,T2N 4C9
51.0716431,-114.1286801,2924,Unwin Road NW,T2N 4C9
51.0717343,-114.1284251,2920,Unwin Road NW,T2N 4C9
51.0718212,-114.1281752,2916,Unwin Road NW,T2N 4C9
51.0718960,-114.1279311,2912,Unwin Road NW,T2N 4C9
51.0719898,-114.1276759,2908,Unwin Road NW,T2N 4C9
51.0720659,-114.1273377,2904,Unwin Road NW,T2N 4C9
51.0710712,-114.1291158,2937,Unwin Road NW,T2N 4C7
51.0708609,-114.1289225,2031,Urquhart Road NW,T2N 4C6
51.0706912,-114.1287887,2025,Urquhart Road NW,T2N 4C6
51.0705198,-114.1286520,2015,Urquhart Road NW,T2N 4C6
51.0703329,-114.1285295,2009,Urquhart Road NW,T2N 4C6
51.0701998,-114.1284160,2001,Urquhart Road NW,T2N 4C6
51.0702287,-114.1277621,2006,Urquhart Road NW,T2N 4C6
51.0707199,-114.1281546,2020,Urquhart Road NW,T2N 4C5
51.0712496,-114.1285380,2929,Unwin Road NW,T2N 4C8
51.0714342,-114.1279361,2919,Unwin Road NW,T2N 4C8
51.0712204,-114.1277539,2029,Ulster Road NW,T2N 4C4
51.0709935,-114.1275544,2023,Ulster Road NW,T2N 4C4
51.0707470,-114.1273712,2017,Ulster Road NW,T2N 4C4
51.0704951,-114.1272100,2011,Ulster Road NW,T2N 4C4
51.0702483,-114.1271153,2005,Ulster Road NW,T2N 4C4
51.0155734,-113.9813774,118,Erin Woods Circle SE,T2B 3E1
51.0155869,-113.9811727,122,Erin Woods Circle SE,T2B 3E1
51.0155900,-113.9810021,126,Erin Woods Circle SE,T2B 3E1
51.0156032,-113.9808852,130,Erin Woods Circle SE,T2B 3E1
51.0156395,-113.9806139,138,Erin Woods Circle SE,T2B 3E1
51.0156154,-113.9807343,134,Erin Woods Circle SE,T2B 3E1
51.0156432,-113.9804532,142,Erin Woods Circle SE,T2B 3E1
51.0156726,-113.9803044,146,Erin Woods Circle SE,T2B 3E1
51.0158175,-113.9786146,194,Erin Woods Circle SE,T2B 3E1
51.0157997,-113.9787707,190,Erin Woods Circle SE,T2B 3E1
51.0158003,-113.9789013,186,Erin Woods Circle SE,T2B 3E1
51.0157936,-113.9790554,182,Erin Woods Circle SE,T2B 3E1
51.0157754,-113.9791740,178,Erin Woods Circle SE,T2B 3E1
51.0157618,-113.9793208,174,Erin Woods Circle SE,T2B 3E1
51.0157480,-113.9794662,170,Erin Woods Circle SE,T2B 3E1
51.0157344,-113.9796042,166,Erin Woods Circle SE,T2B 3E1
51.0157205,-113.9797596,162,Erin Woods Circle SE,T2B 3E1
51.0156950,-113.9798847,158,Erin Woods Circle SE,T2B 3E1
51.0156834,-113.9801708,150,Erin Woods Circle SE,T2B 3E1
51.0157004,-113.9800323,154,Erin Woods Circle SE,T2B 3E1
51.0160259,-113.9813956,117,Erin Woods Circle SE,T2B 3E1
51.0160275,-113.9812926,121,Erin Woods Circle SE,T2B 3E1
51.0160310,-113.9811519,125,Erin Woods Circle SE,T2B 3E1
51.0159578,-113.9808177,303,Erin Woods Green SE,T2B 3E1
51.0160712,-113.9808154,307,Erin Woods Green SE,T2B 3E1
51.0162244,-113.9809585,315,Erin Woods Green SE,T2B 3E1
51.0163655,-113.9809604,319,Erin Woods Green SE,T2B 3E1
51.0164725,-113.9808738,323,Erin Woods Green SE,T2B 3E1
51.0165408,-113.9807431,327,Erin Woods Green SE,T2B 3E1
51.0165643,-113.9805601,331,Erin Woods Green SE,T2B 3E1
51.0165119,-113.9803208,335,Erin Woods Green SE,T2B 3E1
51.0164401,-113.9801637,339,Erin Woods Green SE,T2B 3E1
51.0160156,-113.9801478,359,Erin Woods Green SE,T2B 3E1
51.0160829,-113.9801681,355,Erin Woods Green SE,T2B 3E1
51.0161852,-113.9801574,351,Erin Woods Green SE,T2B 3E1
51.0161558,-113.9808752,311,Erin Woods Green SE,T2B 3E1
51.0163555,-113.9800911,343,Erin Woods Green SE,T2B 3E1
51.0162550,-113.9801003,347,Erin Woods Green SE,T2B 3E1
51.0161485,-113.9795426,169,Erin Woods Circle SE,T2B 3E1
51.0161773,-113.9793815,173,Erin Woods Circle SE,T2B 3E1
51.0161886,-113.9792482,177,Erin Woods Circle SE,T2B 3E1
51.0161937,-113.9790973,181,Erin Woods Circle SE,T2B 3E1
51.0162077,-113.9789724,185,Erin Woods Circle SE,T2B 3E1
51.0162465,-113.9788452,189,Erin Woods Circle SE,T2B 3E1
51.0165267,-113.9791557,237,Erin Woods Circle SE,T2B 3E1
51.0165830,-113.9792872,245,Erin Woods Circle SE,T2B 3C9
51.0166414,-113.9793849,249,Erin Woods Circle SE,T2B 3E1
51.0167079,-113.9794929,253,Erin Woods Circle SE,T2B 3C9
51.0167743,-113.9795683,257,Erin Woods Circle SE,T2B 3C9
51.0168210,-113.9797138,261,Erin Woods Circle SE,T2B 3C9
51.0168760,-113.9798292,265,Erin Woods Circle SE,T2B 3C9
51.0169328,-113.9799412,269,Erin Woods Circle SE,T2B 3C9
51.0170026,-113.9800320,273,Erin Woods Circle SE,T2B 3C9
51.0170487,-113.9801504,277,Erin Woods Circle SE,T2B 3C9
51.0167207,-113.9812276,33,Erin Woods Circle SE,T2B 3C9
51.0167658,-113.9811173,29,Erin Woods Circle SE,T2B 3C9
51.0167888,-113.9809879,25,Erin Woods Circle SE,T2B 3C9
51.0168285,-113.9808585,21,Erin Woods Circle SE,T2B 3C9
51.0168573,-113.9807245,17,Erin Woods Circle SE,T2B 3C9
51.0168971,-113.9805956,13,Erin Woods Circle SE,T2B 3C9
51.0158471,-113.9783838,198,Erin Woods Circle SE,T2B 3E1
51.0160085,-113.9781596,206,Erin Woods Circle SE,T2B 3E1
51.0161281,-113.9781444,210,Erin Woods Circle SE,T2B 3E1
51.0162162,-113.9781799,214,Erin Woods Circle SE,T2B 3E1
51.0163150,-113.9783025,218,Erin Woods Circle SE,T2B 3E1
51.0163923,-113.9783603,222,Erin Woods Circle SE,T2B 3E1
51.0164824,-113.9784052,226,Erin Woods Circle SE,T2B 3E1
51.0165674,-113.9784748,230,Erin Woods Circle SE,T2B 3E1
51.0166534,-113.9785385,234,Erin Woods Circle SE,T2B 3E1
51.0172875,-113.9795910,274,Erin Woods Circle SE,T2B 3C9
51.0172230,-113.9794885,270,Erin Woods Circle SE,T2B 3C9
51.0171660,-113.9793791,266,Erin Woods Circle SE,T2B 3C9
51.0171093,-113.9792682,262,Erin Woods Circle SE,T2B 3C9
51.0170499,-113.9791599,258,Erin Woods Circle SE,T2B 3C9
51.0169938,-113.9790478,254,Erin Woods Circle SE,T2B 3C9
51.0169335,-113.9789373,250,Erin Woods Circle SE,T2B 3C9
51.0168677,-113.9788290,246,Erin Woods Circle SE,T2B 3E1
51.0167967,-113.9787270,242,Erin Woods Circle SE,T2B 3E1
51.0167254,-113.9786357,238,Erin Woods Circle SE,T2B 3E1
51.0171538,-113.9813391,30,Erin Woods Circle SE,T2B 3C9
51.0171878,-113.9811913,26,Erin Woods Circle SE,T2B 3C9
51.0172079,-113.9810633,22,Erin Woods Circle SE,T2B 3C9
51.0172529,-113.9809435,18,Erin Woods Circle SE,T2B 3C9
51.0172633,-113.9808026,14,Erin Woods Circle SE,T2B 3C9
51.0172726,-113.9806676,10,Erin Woods Circle SE,T2B 3C9
51.0174009,-113.9811239,141,Erin Woods Green SE,T2B 3C9
51.0175220,-113.9811583,137,Erin Woods Green SE,T2B 3C9
51.0176474,-113.9810930,133,Erin Woods Green SE,T2B 3C9
51.0177468,-113.9809465,129,Erin Woods Green SE,T2B 3C9
51.0177832,-113.9807443,125,Erin Woods Green SE,T2B 3C9
51.0177665,-113.9805028,121,Erin Woods Green SE,T2B 3C9
51.0176918,-113.9804181,117,Erin Woods Green SE,T2B 3C9
51.0176008,-113.9803221,113,Erin Woods Green SE,T2B 3C9
51.0175070,-113.9802605,109,Erin Woods Green SE,T2B 3C9
51.0174504,-113.9801783,105,Erin Woods Green SE,T2B 3C9
51.1014523,-114.1425274,5615,Northland Drive NW,T2L 2J7
51.0573636,-114.0866017,1110,5 Avenue NW,T2N 0R6
51.0573548,-114.0874829,1124,5 Avenue NW,T2N 0R6
51.0573193,-114.0879998,1130,5 Avenue NW,T2N 0R6
51.0573271,-114.0886179,1140,5 Avenue NW,T2N 0R6
51.0565493,-114.0867816,1110,Gladstone Road NW,T2N 3E7
51.0557446,-114.0882857,1139,Gladstone Road NW,T2N 4N4
51.0544247,-114.0862049,305,10 Street NW,T2N 1V5
51.0560942,-114.0863334,1107,Gladstone Road NW,T2N 3T1
51.0376152,-114.0862890,1033,17 Avenue SW,T2T 0A9
51.0449021,-114.0639254,110,9 Avenue SW,T2P 0T1
51.0448881,-114.0634220,899,Centre Street S,T2G 1B8
51.0574552,-114.0881400,1132,5 Avenue NW,T2N 0R6
51.0573289,-114.0882554,1134,5 Avenue NW,T2N 0R6
51.0573591,-114.0884209,1138,5 Avenue NW,T2N 0R6
50.9879390,-113.9844821,7404,30 Street SE,T2C 1M8
51.0382688,-114.0301949,1439,10 Avenue SE,T2G 0X1
51.0375718,-114.0967198,1501,17 Avenue SW,T2T 0E2
51.0401646,-114.1068978,1410,Shelbourne Street SW,T3C 2K9
51.0400439,-114.1069056,1412,Shelbourne Street SW,T3C 2K9
51.0398764,-114.1068839,1414,Shelbourne Street SW,T3C 2K9
51.0396209,-114.1068504,324,Sunderland Avenue SW,T3C 2K2
51.0396085,-114.1066225,320,Sunderland Avenue SW,T3C 2K2
51.0396103,-114.1064090,316,Sunderland Avenue SW,T3C 2K2
51.0396001,-114.1061980,314,Sunderland Avenue SW,T3C 2K2
51.0395602,-114.1059281,312,Sunderland Avenue SW,T3C 2K2
51.0388519,-114.1043524,213,Superior Avenue SW,T3C 2J1
51.0389141,-114.1044765,215,Superior Avenue SW,T3C 2J1
51.0389916,-114.1046716,217,Superior Avenue SW,T3C 2J1
51.0390466,-114.1048168,225,Superior Avenue SW,T3C 2J1
51.0381968,-114.1059636,1616,Shelbourne Street SW,T3C 2L3
51.0383680,-114.1058876,1612,Shelbourne Street SW,T3C 2L3
51.0384464,-114.1055403,1623,Senlac Street SW,T3C 2J8
51.0384866,-114.1052707,1619,Senlac Street SW,T3C 2J8
51.0386136,-114.1050956,1615,Senlac Street SW,T3C 2J8
51.0387642,-114.1049320,1611,Senlac Street SW,T3C 2J8
51.0380329,-114.1066553,1639,Shelbourne Street SW,T3C 2L2
51.0381835,-114.1065830,1637,Shelbourne Street SW,T3C 2L2
51.0383007,-114.1066404,1635,Shelbourne Street SW,T3C 2L2
51.0384291,-114.1067083,1633,Shelbourne Street SW,T3C 2L2
51.0385433,-114.1068320,1625,Shelbourne Street SW,T3C 2L2
51.0386520,-114.1069689,1621,Shelbourne Street SW,T3C 2L2
51.0387563,-114.1070482,1619,Shelbourne Street SW,T3C 2L2
51.0388794,-114.1071572,1615,Shelbourne Street SW,T3C 2L2
51.0390072,-114.1071850,1611,Shelbourne Street SW,T3C 2L2
51.0391079,-114.1072740,1607,Shelbourne Street SW,T3C 2L2
51.0392448,-114.1074206,1605,Shelbourne Street SW,T3C 2L2
51.0392609,-114.1080843,1504,Scotland Street SW,T3C 2L5
51.0391348,-114.1080428,1506,Scotland Street SW,T3C 2L5
51.0390152,-114.1079855,1508,Scotland Street SW,T3C 2L5
51.0388937,-114.1078811,1516,Scotland Street SW,T3C 2L5
51.0387671,-114.1078203,1602,Scotland Street SW,T3C 2L5
51.0386513,-114.1077674,1604,Scotland Street SW,T3C 2L5
51.0385109,-114.1076451,1610,Scotland Street SW,T3C 2L5
51.0383919,-114.1075798,1614,Scotland Street SW,T3C 2L5
